"url_bulletins","data","code_region","name_region","code_province","name_province","abbreviation_province","lat","long","new_cases","total_cases","new_deaths","total_deaths","num_equids_outbreak"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_11.pdf",2022-08-30,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,0,4,0,0,48
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_11.pdf",2022-08-30,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,1,46
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_11.pdf",2022-08-30,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,1,2,0,0,101
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_11.pdf",2022-08-30,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,0,1,0,0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_11.pdf",2022-08-30,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,1,0,0,103
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_11.pdf",2022-08-30,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,2,0,0,25
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,1,1,1,1,41
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,1,0,0,24
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,2,0,0,18
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,38
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,3,4,1,2,144
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,2,0,1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,1,"Piemonte",3,"Novara","NO",45.44588506,8.621915884,0,1,0,0,9
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,2,6,0,0,72
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,1,46
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,2,0,0,101
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,1,1,0,0,71
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,1,2,0,0,38
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,1,0,0,103
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,2,0,0,25
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,0,1,0,1,41
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,1,0,0,24
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,1,1,1,1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,2,4,2,2,52
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,38
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,0,4,0,2,144
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,1,1,0,0,39
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,2,0,1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,1,"Piemonte",3,"Novara","NO",45.44588506,8.621915884,0,1,0,0,9
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,0,6,0,0,72
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,1,46
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,2,0,0,101
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,1,2,0,0,72
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,0,2,0,0,38
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,1,0,0,103
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,2,0,0,25
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,0,1,0,1,41
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,1,0,0,24
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,0,1,0,1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,1,5,0,2,77
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,38
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,0,4,0,2,144
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,1,2,0,0,39
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,2,0,1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,1,"Piemonte",3,"Novara","NO",45.44588506,8.621915884,0,1,0,0,9
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,1,7,0,0,72
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,1,46
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,2,0,0,101
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,6,"Friuli Venezia Giulia",93,"Pordenone","PN",45.95443546,12.66002909,1,1,0,0,30
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,2,0,0,94
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,2,4,0,0,38
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,1,1,0,0,17
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,1,2,1,1,105
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,2,0,0,25
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,0,1,0,1,41
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,1,0,0,24
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,0,1,0,1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,5,0,2,77
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,38
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,0,4,0,2,144
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,0,2,0,0,39
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,2,0,1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,1,"Piemonte",3,"Novara","NO",45.44588506,8.621915884,0,1,0,0,9
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,0,7,0,0,72
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,1,46
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,2,0,0,101
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,6,"Friuli Venezia Giulia",93,"Pordenone","PN",45.95443546,12.66002909,0,1,0,0,30
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,3,3,2,2,19
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,2,0,0,94
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,0,4,0,0,38
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,0,1,0,0,17
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,2,0,1,105
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,2,0,0,25
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,0,1,0,1,41
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,1,0,0,24
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,4,5,4,5,152
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,5,0,2,77
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,38
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,0,4,0,2,144
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,0,2,0,0,39
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,2,0,1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,1,"Piemonte",3,"Novara","NO",45.44588506,8.621915884,0,1,0,0,9
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,0,7,0,0,72
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,1,46
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,2,0,0,101
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,6,"Friuli Venezia Giulia",93,"Pordenone","PN",45.95443546,12.66002909,0,1,0,0,30
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,3,0,2,19
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,2,0,0,94
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,0,4,0,0,38
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,0,1,0,0,17
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,2,0,1,105
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,2,0,0,25
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,0,1,0,1,41
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,1,0,0,24
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,0,5,0,5,152
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,5,0,2,77
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,15,"Campania",61,"Caserta","CE",41.07465878,14.33240464,1,1,1,1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,38
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,0,4,0,2,144
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,0,2,0,0,39
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,2,0,1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,1,"Piemonte",3,"Novara","NO",45.44588506,8.621915884,0,1,0,0,9
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,0,7,0,0,72
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,1,46
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,2,0,0,101
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,6,"Friuli Venezia Giulia",93,"Pordenone","PN",45.95443546,12.66002909,0,1,0,0,30
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,3,0,2,19
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,19,"Sicilia",81,"Trapani","TP",38.01850065,12.51365684,1,1,0,0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,2,0,0,94
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,0,4,0,0,38
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,0,1,0,0,17
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,2,0,1,105
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,2,0,0,25
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_18.pdf",2022-10-18,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,0,1,0,1,41
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_18.pdf",2022-10-18,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,1,0,0,24
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_18.pdf",2022-10-18,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,0,5,0,5,152
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_18.pdf",2022-10-18,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,5,0,2,77
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_18.pdf",2022-10-18,15,"Campania",61,"Caserta","CE",41.07465878,14.33240464,0,1,0,1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_18.pdf",2022-10-18,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,38
